timesteps,loss,reward
5247,,1000.0
5248,,1000.0
5249,,1000.0
5250,,1000.0
5251,,1000.0
5252,,1000.0
5253,,1000.0
5254,,1000.0
5255,,1000.0
5256,,1000.0
5257,,1000.0
5258,,1000.0
5259,,1000.0
5260,,1000.0
5261,,1000.0
5262,,1000.0
5263,,1000.0
5264,,1000.0
5265,,1000.0
5266,,1000.0
5267,,1000.0
5268,,1000.0
5269,,1000.0
5270,,1000.0
5271,,1000.0
5272,,1000.0
5273,,1000.0
5274,,1000.0
5275,,1000.0
5276,,1000.0
5277,,1000.0
5278,,1000.0
5279,,1000.0
5280,,1000.0
5281,,1000.0
5282,,1000.0
5283,,1000.0
5284,,1000.0
5285,,1000.0
5286,,1000.0
5287,,1000.0
5288,,1000.0
5289,,1000.0
5290,,1000.0
5291,,1000.0
5292,,1000.0
5293,,1000.0
5294,,1000.0
5295,,1000.0
5296,,1000.0
5297,,1000.0
5298,,1000.0
5299,,1000.0
5300,,1000.0
5301,,1000.0
5302,,1000.0
5303,,1000.0
5304,,1000.0
5305,,1000.0
5306,,1000.0
5307,,1000.0
5308,,1000.0
5309,,1000.0
5310,,1000.0
5311,,1000.0
5312,,1000.0
5313,,1000.0
5314,,1000.0
5315,,1000.0
5316,,1000.0
5317,,1000.0
5318,,1000.0
5319,,1000.0
5320,,1000.0
5321,,1000.0
5322,,1000.0
5323,,1000.0
5324,,1000.0
5325,,1000.0
5326,,1000.0
5327,,1000.0
5328,,1000.0
5329,,1000.0
5330,,1000.0
5331,,1000.0
5332,,1000.0
5333,,1000.0
5334,,1000.0
5335,,1000.0
5336,,1000.0
5337,,1000.0
5338,,1000.0
5339,,1000.0
5340,,1000.0
5341,,1000.0
5342,,1000.0
5343,,1000.0
5344,,1000.0
5345,,1000.0
5346,,1000.0
5347,,1000.0
5348,,1000.0
5349,,1000.0
5350,,1000.0
5351,,1000.0
5352,,1000.0
5353,,1000.0
5354,,1000.0
5355,,1000.0
5356,,1000.0
5357,,1000.0
5358,,1000.0
5359,,1000.0
5360,,1000.0
5361,,1000.0
5362,,1000.0
5363,,1000.0
5364,,1000.0
5365,,1000.0
5366,,1000.0
5367,,1000.0
5368,,1000.0
5369,,1000.0
5370,,1000.0
5371,,1000.0
5372,,1000.0
5373,,1000.0
5374,,1000.0
5375,,1000.0
5376,,1000.0
5377,,1000.0
5378,,1000.0
5379,,1000.0
5380,,1000.0
5381,,1000.0
5382,,1000.0
5383,,1000.0
5384,,1000.0
5385,,1000.0
5386,,1000.0
5387,,1000.0
5388,,1000.0
5389,,1000.0
5390,,1000.0
5391,,1000.0
5392,,1000.0
5393,,1000.0
5394,,1000.0
5395,,1000.0
5396,,1000.0
5397,,1000.0
5398,,1000.0
5399,,1000.0
5400,,1000.0
5401,,1000.0
5402,,1000.0
5403,,1000.0
5404,,1000.0
5405,,1000.0
5406,,1000.0
5407,,1000.0
5408,,1000.0
5409,,1000.0
5410,,1000.0
5411,,1000.0
5412,,1000.0
5413,,1000.0
5414,,1000.0
5415,,1000.0
5416,,1000.0
5417,,1000.0
5418,,1000.0
5419,,1000.0
5420,,1000.0
5421,,1000.0
5422,,1000.0
5423,,1000.0
5424,,1000.0
5425,,1000.0
5426,,1000.0
5427,,1000.0
5428,,1000.0
5429,,1000.0
5430,,1000.0
5431,,1000.0
5432,,1000.0
5433,,1000.0
5434,,1000.0
5435,,1000.0
5436,,1000.0
5437,,1000.0
5438,,1000.0
5439,,1000.0
5440,,1000.0
5441,,1000.0
5442,,1000.0
5443,,1000.0
5444,,1000.0
5445,,1000.0
5446,,1000.0
5447,,1000.0
5448,,1000.0
5449,,1000.0
5450,,1000.0
5451,,1000.0
5452,,1000.0
5453,,1000.0
5454,,1000.0
5455,,1000.0
5456,,1000.0
5457,,1000.0
5458,,1000.0
5459,,1000.0
5460,,1000.0
5461,,1000.0
5462,,1000.0
5463,,1000.0
5464,,1000.0
5465,,1000.0
5466,,1000.0
5467,,1000.0
5468,,1000.0
5469,,1000.0
5470,,1000.0
5471,,1000.0
5472,,1000.0
5473,,1000.0
5474,,1000.0
5475,,1000.0
5476,,1000.0
5477,,1000.0
5478,,1000.0
5479,,1000.0
5480,,1000.0
5481,,1000.0
5482,,1000.0
5483,,1000.0
5484,,1000.0
5485,,1000.0
5486,,1000.0
5487,,1000.0
5488,,1000.0
5489,,1000.0
5490,,1000.0
5491,,1000.0
5492,,1000.0
5493,,1000.0
5494,,1000.0
5495,,1000.0
5496,,1000.0
5497,,1000.0
5498,,1000.0
5499,,1000.0
5500,,1000.0
5501,,1000.0
5502,,1000.0
5503,,1000.0
5504,,1000.0
5505,,1000.0
5506,,1000.0
5507,,1000.0
5508,,1000.0
5509,,1000.0
5510,,1000.0
5511,,1000.0
5512,,1000.0
5513,,1000.0
5514,,1000.0
5515,,1000.0
5516,,1000.0
5517,,1000.0
5518,,1000.0
5519,,1000.0
5520,,1000.0
5521,,1000.0
5522,,1000.0
5523,,1000.0
5524,,1000.0
5525,,1000.0
5526,,1000.0
5527,,1000.0
5528,,1000.0
5529,,1000.0
5530,,1000.0
5531,,1000.0
5532,,1000.0
5533,,1000.0
5534,,1000.0
5535,,1000.0
5536,,1000.0
5537,,1000.0
5538,,1000.0
5539,,1000.0
5540,,1000.0
5541,,1000.0
5542,,1000.0
5543,,1000.0
5544,,1000.0
5545,,1000.0
5546,,1000.0
5547,,1000.0
5548,,1000.0
5549,,1000.0
5550,,1000.0
5551,,1000.0
5552,,1000.0
5553,,1000.0
5554,,1000.0
5555,,1000.0
5556,,1000.0
5557,,1000.0
5558,,1000.0
5559,,1000.0
5560,,1000.0
5561,,1000.0
5562,,1000.0
5563,,1000.0
5564,,1000.0
5565,,1000.0
5566,,1000.0
5567,,1000.0
5568,,1000.0
5569,,1000.0
5570,,1000.0
5571,,1000.0
5572,,1000.0
5573,,1000.0
5574,,1000.0
5575,,1000.0
5576,,1000.0
5577,,1000.0
5578,,1000.0
5579,,1000.0
5580,,1000.0
5581,,1000.0
5582,,1000.0
5583,,1000.0
5584,,1000.0
5585,,1000.0
5586,,1000.0
5587,,1000.0
5588,,1000.0
5589,,1000.0
5590,,1000.0
5591,,1000.0
5592,,1000.0
5593,,1000.0
5594,,1000.0
5595,,1000.0
5596,,1000.0
5597,,1000.0
5598,,1000.0
5599,,1000.0
5600,,1000.0
5601,,1000.0
5602,,1000.0
5603,,1000.0
5604,,1000.0
5605,,1000.0
5606,,1000.0
5607,,1000.0
5608,,1000.0
5609,,1000.0
5610,,1000.0
5611,,1000.0
5612,,1000.0
5613,,1000.0
5614,,1000.0
5615,,1000.0
5616,,1000.0
5617,,1000.0
5618,,1000.0
5619,,1000.0
5620,,1000.0
5621,,1000.0
5622,,1000.0
5623,,1000.0
5624,,1000.0
5625,,1000.0
5626,,1000.0
5627,,1000.0
5628,,1000.0
5629,,1000.0
5630,,1000.0
5631,,1000.0
5632,,1000.0
5633,,1000.0
5634,,1000.0
5635,,1000.0
5636,,1000.0
5637,,1000.0
5638,,1000.0
5639,,1000.0
5640,,1000.0
5641,,1000.0
5642,,1000.0
5643,,1000.0
5644,,1000.0
5645,,1000.0
5646,,1000.0
5647,,1000.0
5648,,1000.0
5649,,1000.0
5650,,1000.0
5651,,1000.0
5652,,1000.0
5653,,1000.0
5654,,1000.0
5655,,1000.0
5656,,1000.0
5657,,1000.0
5658,,1000.0
5659,,1000.0
5660,,1000.0
5661,,1000.0
5662,,1000.0
5663,,1000.0
5664,,1000.0
5665,,1000.0
5666,,1000.0
5667,,1000.0
5668,,1000.0
5669,,1000.0
5670,,1000.0
5671,,1000.0
5672,,1000.0
5673,,1000.0
5674,,1000.0
5675,,1000.0
5676,,1000.0
5677,,1000.0
5678,,1000.0
5679,,1000.0
5680,,1000.0
5681,,1000.0
5682,,1000.0
5683,,1000.0
5684,,1000.0
5685,,1000.0
5686,,1000.0
5687,,1000.0
5688,,1000.0
5689,,1000.0
5690,,1000.0
5691,,1000.0
5692,,1000.0
5693,,1000.0
5694,,1000.0
5695,,1000.0
5696,,1000.0
5697,,1000.0
5698,,1000.0
5699,,1000.0
5700,,1000.0
5701,,1000.0
5702,,1000.0
5703,,1000.0
5704,,1000.0
5705,,1000.0
5706,,1000.0
5707,,1000.0
5708,,1000.0
5709,,1000.0
5710,,1000.0
5711,,1000.0
5712,,1000.0
5713,,1000.0
5714,,1000.0
5715,,1000.0
5716,,1000.0
5717,,1000.0
5718,,1000.0
5719,,1000.0
5720,,1000.0
5721,,1000.0
5722,,1000.0
5723,,1000.0
5724,,1000.0
5725,,1000.0
5726,,1000.0
5727,,1000.0
5728,,1000.0
5729,,1000.0
5730,,1000.0
5731,,1000.0
5732,,1000.0
5733,,1000.0
5734,,1000.0
5735,,1000.0
5736,,1000.0
5737,,1000.0
5738,,1000.0
5739,,1000.0
5740,,1000.0
5741,,1000.0
5742,,1000.0
5743,,1000.0
5744,,1000.0
5745,,1000.0
5746,,1000.0
5747,,1000.0
5748,,1000.0
5749,,1000.0
5750,,1000.0
5751,,1000.0
5752,,1000.0
5753,,1000.0
5754,,1000.0
5755,,1000.0
5756,,1000.0
5757,,1000.0
5758,,1000.0
5759,,1000.0
5760,,1000.0
5761,,1000.0
5762,,1000.0
5763,,1000.0
5764,,1000.0
5765,,1000.0
5766,,1000.0
5767,,1000.0
5768,,1000.0
5769,,1000.0
5770,,1000.0
5771,,1000.0
5772,,1000.0
5773,,1000.0
5774,,1000.0
5775,,1000.0
5776,,1000.0
5777,,1000.0
5778,,1000.0
5779,,1000.0
5780,,1000.0
5781,,1000.0
5782,,1000.0
5783,,1000.0
5784,,1000.0
5785,,1000.0
5786,,1000.0
5787,,1000.0
5788,,1000.0
5789,,1000.0
5790,,1000.0
5791,,1000.0
5792,,1000.0
5793,,1000.0
5794,,1000.0
5795,,1000.0
5796,,1000.0
5797,,1000.0
5798,,1000.0
5799,,1000.0
5800,,1000.0
5801,,1000.0
5802,,1000.0
5803,,1000.0
5804,,1000.0
5805,,1000.0
5806,,1000.0
5807,,1000.0
5808,,1000.0
5809,,1000.0
5810,,1000.0
5811,,1000.0
5812,,1000.0
5813,,1000.0
5814,,1000.0
5815,,1000.0
5816,,1000.0
5817,,1000.0
5818,,1000.0
5819,,1000.0
5820,,1000.0
5821,,1000.0
5822,,1000.0
5823,,1000.0
5824,,1000.0
5825,,1000.0
5826,,1000.0
5827,,1000.0
5828,,1000.0
5829,,1000.0
5830,,1000.0
5831,,1000.0
5832,,1000.0
5833,,1000.0
5834,,1000.0
5835,,1000.0
5836,,1000.0
5837,,1000.0
5838,,1000.0
5839,,1000.0
5840,,1000.0
5841,,1000.0
5842,,1000.0
5843,,1000.0
5844,,1000.0
5845,,1000.0
5846,,1000.0
5847,,1000.0
5848,,1000.0
5849,,1000.0
5850,,1000.0
5851,,1000.0
5852,,1000.0
5853,,1000.0
5854,,1000.0
5855,,1000.0
5856,,1000.0
5857,,1000.0
5858,,1000.0
5859,,1000.0
5860,,1000.0
5861,,1000.0
5862,,1000.0
5863,,1000.0
5864,,1000.0
5865,,1000.0
5866,,1000.0
5867,,1000.0
5868,,1000.0
5869,,1000.0
5870,,1000.0
5871,,1000.0
5872,,1000.0
5873,,1000.0
5874,,1000.0
5875,,1000.0
5876,,1000.0
5877,,1000.0
5878,,1000.0
5879,,1000.0
5880,,1000.0
5881,,1000.0
5882,,1000.0
5883,,1000.0
5884,,1000.0
5885,,1000.0
5886,,1000.0
5887,,1000.0
5888,,1000.0
5889,,1000.0
5890,,1000.0
5891,,1000.0
5892,,1000.0
5893,,1000.0
5894,,1000.0
5895,,1000.0
5896,,1000.0
5897,,1000.0
5898,,1000.0
5899,,1000.0
5900,,1000.0
5901,,1000.0
5902,,1000.0
5903,,1000.0
5904,,1000.0
5905,,1000.0
5906,,1000.0
5907,,1000.0
5908,,1000.0
5909,,1000.0
5910,,1000.0
5911,,1000.0
5912,,1000.0
5913,,1000.0
5914,,1000.0
5915,,1000.0
5916,,1000.0
5917,,1000.0
5918,,1000.0
5919,,1000.0
5920,,1000.0
5921,,1000.0
5922,,1000.0
5923,,1000.0
5924,,1000.0
5925,,1000.0
5926,,1000.0
5927,,1000.0
5928,,1000.0
5929,,1000.0
5930,,1000.0
5931,,1000.0
5932,,1000.0
5933,,1000.0
5934,,1000.0
5935,,1000.0
5936,,1000.0
5937,,1000.0
5938,,1000.0
5939,,1000.0
5940,,1000.0
5941,,1000.0
5942,,1000.0
5943,,1000.0
5944,,1000.0
5945,,1000.0
5946,,1000.0
5947,,1000.0
5948,,1000.0
5949,,1000.0
5950,,1000.0
5951,,1000.0
5952,,1000.0
5953,,1000.0
5954,,1000.0
5955,,1000.0
5956,,1000.0
5957,,1000.0
5958,,1000.0
5959,,1000.0
5960,,1000.0
5961,,1000.0
5962,,1000.0
5963,,1000.0
5964,,1000.0
5965,,1000.0
5966,,1000.0
5967,,1000.0
5968,,1000.0
5969,,1000.0
5970,,1000.0
5971,,1000.0
5972,,1000.0
5973,,1000.0
5974,,1000.0
5975,,1000.0
5976,,1000.0
5977,,1000.0
5978,,1000.0
5979,,1000.0
5980,,1000.0
5981,,1000.0
5982,,1000.0
5983,,1000.0
5984,,1000.0
5985,,1000.0
5986,,1000.0
5987,,1000.0
5988,,1000.0
5989,,1000.0
5990,,1000.0
5991,,1000.0
5992,,1000.0
5993,,1000.0
5994,,1000.0
5995,,1000.0
5996,,1000.0
5997,,1000.0
5998,,1000.0
5999,,1000.0
6000,,723.008531
6001,,723.008531
6002,,723.008531
6003,,723.008531
6004,,723.008531
6005,,723.008531
6006,,723.008531
6007,,723.008531
6008,,723.008531
6009,,723.008531
6010,,723.008531
6011,,723.008531
6012,,723.008531
6013,,723.008531
6014,,723.008531
6015,,723.008531
6016,,723.008531
6017,,723.008531
6018,,723.008531
6019,,723.008531
6020,,723.008531
6021,,723.008531
6022,,723.008531
6023,,723.008531
6024,,723.008531
6025,,723.008531
6026,,723.008531
6027,,723.008531
6028,,723.008531
6029,,723.008531
6030,,723.008531
6031,,723.008531
6032,,723.008531
6033,,723.008531
6034,,723.008531
6035,,723.008531
6036,,723.008531
6037,,723.008531
6038,,723.008531
6039,,723.008531
6040,,723.008531
6041,,723.008531
6042,,723.008531
6043,,723.008531
6044,,723.008531
6045,,723.008531
6046,,723.008531
6047,,723.008531
6048,,723.008531
6049,,723.008531
6050,,723.008531
6051,,723.008531
6052,,723.008531
6053,,723.008531
6054,,723.008531
6055,,723.008531
6056,,723.008531
6057,,723.008531
6058,,723.008531
6059,,723.008531
6060,,723.008531
6061,,723.008531
6062,,723.008531
6063,,723.008531
6064,,723.008531
6065,,723.008531
6066,,723.008531
6067,,723.008531
6068,,723.008531
6069,,723.008531
6070,,723.008531
6071,,723.008531
6072,,723.008531
6073,,723.008531
6074,,723.008531
6075,,723.008531
6076,,723.008531
6077,,723.008531
6078,,723.008531
6079,,723.008531
6080,,723.008531
6081,,723.008531
6082,,723.008531
6083,,723.008531
6084,,723.008531
6085,,723.008531
6086,,723.008531
6087,,723.008531
6088,,723.008531
6089,,723.008531
6090,,723.008531
6091,,723.008531
6092,,723.008531
6093,,723.008531
6094,,723.008531
6095,,723.008531
6096,,723.008531
6097,,723.008531
6098,,723.008531
6099,,723.008531
6100,,723.008531
6101,,723.008531
6102,,723.008531
6103,,723.008531
6104,,723.008531
6105,,723.008531
6106,,723.008531
6107,,723.008531
6108,,723.008531
6109,,723.008531
6110,,723.008531
6111,,723.008531
6112,,723.008531
6113,,723.008531
6114,,723.008531
6115,,723.008531
6116,,723.008531
6117,,723.008531
6118,,723.008531
6119,,723.008531
6120,,723.008531
6121,,723.008531
6122,,723.008531
6123,,723.008531
6124,,723.008531
6125,,723.008531
6126,,723.008531
6127,,723.008531
6128,,723.008531
6129,,723.008531
6130,,723.008531
6131,,723.008531
6132,,723.008531
6133,,723.008531
6134,,723.008531
6135,,723.008531
6136,,723.008531
6137,,723.008531
6138,,723.008531
6139,,723.008531
6140,,723.008531
6141,,723.008531
6142,,723.008531
6143,,723.008531
6144,,723.008531
6145,,723.008531
6146,,723.008531
6147,,723.008531
6148,,723.008531
6149,,723.008531
6150,,723.008531
6151,,723.008531
6152,,723.008531
6153,,723.008531
6154,,723.008531
6155,,723.008531
6156,,723.008531
6157,,723.008531
6158,,723.008531
6159,,723.008531
6160,,723.008531
6161,,723.008531
6162,,723.008531
6163,,723.008531
6164,,723.008531
6165,,723.008531
6166,,723.008531
6167,,723.008531
6168,,723.008531
6169,,723.008531
6170,,723.008531
6171,,723.008531
6172,,723.008531
6173,,723.008531
6174,,723.008531
6175,,723.008531
6176,,723.008531
6177,,723.008531
6178,,723.008531
6179,,723.008531
6180,,723.008531
6181,,723.008531
6182,,723.008531
6183,,723.008531
6184,,723.008531
6185,,723.008531
6186,,723.008531
6187,,723.008531
6188,,723.008531
6189,,723.008531
6190,,723.008531
6191,,723.008531
6192,,723.008531
6193,,723.008531
6194,,723.008531
6195,,723.008531
6196,,723.008531
6197,,723.008531
6198,,723.008531
6199,,723.008531
6200,,723.008531
6201,,723.008531
6202,,723.008531
6203,,723.008531
6204,,723.008531
6205,,723.008531
6206,,723.008531
6207,,723.008531
6208,,723.008531
6209,,723.008531
6210,,723.008531
6211,,723.008531
6212,,723.008531
6213,,723.008531
6214,,723.008531
6215,,723.008531
6216,,723.008531
6217,,723.008531
6218,,723.008531
6219,,723.008531
6220,,723.008531
6221,,723.008531
6222,,723.008531
6223,,723.008531
6224,,723.008531
6225,,723.008531
6226,,723.008531
6227,,723.008531
6228,,723.008531
6229,,723.008531
6230,,723.008531
6231,,723.008531
6232,,723.008531
6233,,723.008531
6234,,723.008531
6235,,723.008531
6236,,723.008531
6237,,723.008531
6238,,723.008531
6239,,723.008531
6240,,723.008531
6241,,723.008531
6242,,723.008531
6243,,723.008531
6244,,723.008531
6245,,723.008531
6246,,723.008531
6247,,723.008531
6248,,723.008531
6249,,723.008531
6250,,723.008531
6251,,723.008531
6252,,723.008531
6253,,723.008531
6254,,723.008531
6255,,723.008531
6256,,723.008531
6257,,723.008531
6258,,723.008531
6259,,723.008531
6260,,723.008531
6261,,723.008531
6262,,723.008531
6263,,723.008531
6264,,723.008531
6265,,723.008531
6266,,723.008531
6267,,723.008531
6268,,723.008531
6269,,723.008531
6270,,723.008531
6271,,723.008531
6272,,723.008531
6273,,723.008531
6274,,723.008531
6275,,723.008531
6276,,723.008531
6277,,723.008531
6278,,723.008531
6279,,723.008531
6280,,723.008531
6281,,723.008531
6282,,723.008531
6283,,723.008531
6284,,723.008531
6285,,723.008531
6286,,723.008531
6287,,723.008531
6288,,723.008531
6289,,723.008531
6290,,723.008531
6291,,723.008531
6292,,723.008531
6293,,723.008531
6294,,723.008531
6295,,723.008531
6296,,723.008531
6297,,723.008531
6298,,723.008531
6299,,723.008531
6300,,723.008531
6301,,723.008531
6302,,723.008531
6303,,723.008531
6304,,723.008531
6305,,723.008531
6306,,723.008531
6307,,723.008531
6308,,723.008531
6309,,723.008531
6310,,723.008531
6311,,723.008531
6312,,723.008531
6313,,723.008531
6314,,723.008531
6315,,723.008531
6316,,723.008531
6317,,723.008531
6318,,723.008531
6319,,723.008531
6320,,723.008531
6321,,723.008531
6322,,723.008531
6323,,723.008531
6324,,723.008531
6325,,723.008531
6326,,723.008531
6327,,723.008531
6328,,723.008531
6329,,723.008531
6330,,723.008531
6331,,723.008531
6332,,723.008531
6333,,723.008531
6334,,723.008531
6335,,723.008531
6336,,723.008531
6337,,723.008531
6338,,723.008531
6339,,723.008531
6340,,723.008531
6341,,723.008531
6342,,723.008531
6343,,723.008531
6344,,723.008531
6345,,723.008531
6346,,723.008531
6347,,723.008531
6348,,723.008531
6349,,723.008531
6350,,723.008531
6351,,723.008531
6352,,723.008531
6353,,723.008531
6354,,723.008531
6355,,723.008531
6356,,723.008531
6357,,723.008531
6358,,723.008531
6359,,723.008531
6360,,723.008531
6361,,723.008531
6362,,723.008531
6363,,723.008531
6364,,723.008531
6365,,723.008531
6366,,723.008531
6367,,723.008531
6368,,723.008531
6369,,723.008531
6370,,723.008531
6371,,723.008531
6372,,723.008531
6373,,723.008531
6374,,723.008531
6375,,723.008531
6376,,723.008531
6377,,723.008531
6378,,723.008531
6379,,723.008531
6380,,723.008531
6381,,723.008531
6382,,723.008531
6383,,723.008531
6384,,723.008531
6385,,723.008531
6386,,723.008531
6387,,723.008531
6388,,723.008531
6389,,723.008531
6390,,723.008531
6391,,723.008531
6392,,723.008531
6393,,723.008531
6394,,723.008531
6395,,723.008531
6396,,723.008531
6397,,723.008531
6398,,723.008531
6399,,723.008531
6400,,723.008531
6401,,723.008531
6402,,723.008531
6403,,723.008531
6404,,723.008531
6405,,723.008531
6406,,723.008531
6407,,723.008531
6408,,723.008531
6409,,723.008531
6410,,723.008531
6411,,723.008531
6412,,723.008531
6413,,723.008531
6414,,723.008531
6415,,723.008531
6416,,723.008531
6417,,723.008531
6418,,723.008531
6419,,723.008531
6420,,723.008531
6421,,723.008531
6422,,723.008531
6423,,723.008531
6424,,723.008531
6425,,723.008531
6426,,723.008531
6427,,723.008531
6428,,723.008531
6429,,723.008531
6430,,723.008531
6431,,723.008531
6432,,723.008531
6433,,723.008531
6434,,723.008531
6435,,723.008531
6436,,723.008531
6437,,723.008531
6438,,723.008531
6439,,723.008531
6440,,723.008531
6441,,723.008531
6442,,723.008531
6443,,723.008531
6444,,723.008531
6445,,723.008531
6446,,723.008531
6447,,723.008531
6448,,723.008531
6449,,723.008531
6450,,723.008531
6451,,723.008531
6452,,723.008531
6453,,723.008531
6454,,723.008531
6455,,723.008531
6456,,723.008531
6457,,723.008531
6458,,723.008531
6459,,723.008531
6460,,723.008531
6461,,723.008531
6462,,723.008531
6463,,723.008531
6464,,723.008531
6465,,723.008531
6466,,723.008531
6467,,723.008531
6468,,723.008531
6469,,723.008531
6470,,723.008531
6471,,723.008531
6472,,723.008531
6473,,723.008531
6474,,723.008531
6475,,723.008531
6476,,723.008531
6477,,723.008531
6478,,723.008531
6479,,723.008531
6480,,723.008531
6481,,723.008531
6482,,723.008531
6483,,723.008531
6484,,723.008531
6485,,723.008531
6486,,723.008531
6487,,723.008531
6488,,723.008531
6489,,723.008531
6490,,723.008531
6491,,723.008531
6492,,723.008531
6493,,723.008531
6494,,723.008531
6495,,723.008531
6496,,723.008531
6497,,723.008531
6498,,723.008531
6499,,723.008531
6500,,723.008531
6501,,723.008531
6502,,723.008531
6503,,723.008531
6504,,723.008531
6505,,723.008531
6506,,723.008531
6507,,723.008531
6508,,723.008531
6509,,723.008531
6510,,723.008531
6511,,723.008531
6512,,723.008531
6513,,723.008531
6514,,723.008531
6515,,723.008531
6516,,723.008531
6517,,723.008531
6518,,723.008531
6519,,723.008531
6520,,723.008531
6521,,723.008531
6522,,723.008531
6523,,723.008531
6524,,723.008531
6525,,723.008531
6526,,723.008531
6527,,723.008531
6528,,723.008531
6529,,723.008531
6530,,723.008531
6531,,723.008531
6532,,723.008531
6533,,723.008531
6534,,723.008531
6535,,723.008531
6536,,723.008531
6537,,723.008531
6538,,723.008531
6539,,723.008531
6540,,723.008531
6541,,723.008531
6542,,723.008531
6543,,723.008531
6544,,723.008531
6545,,723.008531
6546,,723.008531
6547,,723.008531
6548,,723.008531
6549,,723.008531
6550,,723.008531
6551,,723.008531
6552,,723.008531
6553,,723.008531
6554,,723.008531
6555,,723.008531
6556,,723.008531
6557,,723.008531
6558,,723.008531
6559,,723.008531
6560,,723.008531
6561,,723.008531
6562,,723.008531
6563,,723.008531
6564,,723.008531
6565,,723.008531
6566,,723.008531
6567,,723.008531
6568,,723.008531
6569,,723.008531
6570,,723.008531
6571,,723.008531
6572,,723.008531
6573,,723.008531
6574,,723.008531
6575,,723.008531
6576,,723.008531
6577,,723.008531
6578,,723.008531
6579,,723.008531
6580,,723.008531
6581,,723.008531
6582,,723.008531
6583,,723.008531
6584,,723.008531
6585,,723.008531
6586,,723.008531
6587,,723.008531
6588,,723.008531
6589,,723.008531
6590,,723.008531
6591,,723.008531
6592,,723.008531
6593,,723.008531
6594,,723.008531
6595,,723.008531
6596,,723.008531
6597,,723.008531
6598,,723.008531
6599,,723.008531
6600,,723.008531
6601,,723.008531
6602,,723.008531
6603,,723.008531
6604,,723.008531
6605,,723.008531
6606,,723.008531
6607,,723.008531
6608,,723.008531
6609,,723.008531
6610,,723.008531
6611,,723.008531
6612,,723.008531
6613,,723.008531
6614,,723.008531
6615,,723.008531
6616,,723.008531
6617,,723.008531
6618,,723.008531
6619,,723.008531
6620,,723.008531
6621,,723.008531
6622,,723.008531
6623,,723.008531
6624,,723.008531
6625,,723.008531
6626,,723.008531
6627,,723.008531
6628,,723.008531
6629,,723.008531
6630,,723.008531
6631,,723.008531
6632,,723.008531
6633,,723.008531
6634,,723.008531
6635,,723.008531
6636,,723.008531
6637,,723.008531
6638,,723.008531
6639,,723.008531
6640,,723.008531
6641,,723.008531
6642,,723.008531
6643,,723.008531
6644,,723.008531
6645,,723.008531
6646,,723.008531
6647,,723.008531
6648,,723.008531
6649,,723.008531
6650,,723.008531
6651,,723.008531
6652,,723.008531
6653,,723.008531
6654,,723.008531
6655,,723.008531
6656,,723.008531
6657,,723.008531
6658,,723.008531
6659,,723.008531
6660,,723.008531
6661,,723.008531
6662,,723.008531
6663,,723.008531
6664,,723.008531
6665,,723.008531
6666,,723.008531
6667,,723.008531
6668,,723.008531
6669,,723.008531
6670,,723.008531
6671,,723.008531
6672,,723.008531
6673,,723.008531
6674,,723.008531
6675,,723.008531
6676,,723.008531
6677,,723.008531
6678,,723.008531
6679,,723.008531
6680,,723.008531
6681,,723.008531
6682,,723.008531
6683,,723.008531
6684,,723.008531
6685,,723.008531
6686,,723.008531
6687,,723.008531
6688,,723.008531
6689,,723.008531
6690,,723.008531
6691,,723.008531
6692,,723.008531
6693,,723.008531
6694,,723.008531
6695,,723.008531
6696,,723.008531
6697,,723.008531
6698,,723.008531
6699,,723.008531
6700,,723.008531
6701,,723.008531
6702,,723.008531
6703,,723.008531
6704,,723.008531
6705,,723.008531
6706,,723.008531
6707,,723.008531
6708,,723.008531
6709,,723.008531
6710,,723.008531
6711,,723.008531
6712,,723.008531
6713,,723.008531
6714,,723.008531
6715,,723.008531
6716,,723.008531
6717,,723.008531
6718,,723.008531
6719,,723.008531
6720,,723.008531
6721,,723.008531
6722,,723.008531
6723,,723.008531
6724,,723.008531
6725,,723.008531
6726,,723.008531
6727,,723.008531
6728,,723.008531
6729,,723.008531
6730,,723.008531
6731,,723.008531
6732,,723.008531
6733,,723.008531
6734,,723.008531
6735,,723.008531
6736,,723.008531
6737,,723.008531
6738,,723.008531
6739,,723.008531
6740,,723.008531
6741,,723.008531
6742,,723.008531
6743,,723.008531
6744,,723.008531
6745,,723.008531
6746,,723.008531
6747,,723.008531
6748,,723.008531
6749,,723.008531
6750,,723.008531
6751,,723.008531
6752,,723.008531
6753,,723.008531
6754,,723.008531
6755,,723.008531
6756,,723.008531
6757,,723.008531
6758,,723.008531
6759,,723.008531
6760,,723.008531
6761,,723.008531
6762,,723.008531
6763,,723.008531
6764,,723.008531
6765,,723.008531
6766,,723.008531
6767,,723.008531
6768,,723.008531
6769,,723.008531
6770,,723.008531
6771,,723.008531
6772,,723.008531
6773,,723.008531
6774,,723.008531
6775,,723.008531
6776,,723.008531
6777,,723.008531
6778,,723.008531
6779,,723.008531
6780,,723.008531
6781,,723.008531
6782,,723.008531
6783,,723.008531
6784,,723.008531
6785,,723.008531
6786,,723.008531
6787,,723.008531
6788,,723.008531
6789,,723.008531
6790,,723.008531
6791,,723.008531
6792,,723.008531
6793,,723.008531
6794,,723.008531
6795,,723.008531
6796,,723.008531
6797,,723.008531
6798,,723.008531
6799,,723.008531
6800,,723.008531
